	ensembl_id	gene_name
16809	ENSG00000101003	GINS1
16810	ENSG00000101004	NINL
16811	ENSG00000170191	NANP
16812	ENSG00000130684	ZNF337
16813	ENSG00000131068	DEFB118
16814	ENSG00000180483	DEFB119
16815	ENSG00000204548	DEFB121
16816	ENSG00000180424	DEFB123
16817	ENSG00000180383	DEFB124
16818	ENSG00000088320	REM1
16819	ENSG00000101294	HM13
16821	ENSG00000125968	ID1
16822	ENSG00000131055	COX4I2
16823	ENSG00000171552	BCL2L1
16824	ENSG00000088325	TPX2
16825	ENSG00000101306	MYLK2
16826	ENSG00000179772	FOXS1
16827	ENSG00000149599	DUSP15
16828	ENSG00000131044	TTLL9
16829	ENSG00000088356	PDRG1
16830	ENSG00000260903	XKR7
16831	ENSG00000101331	CCM2L
16832	ENSG00000101336	HCK
16833	ENSG00000101337	TM9SF4
16834	ENSG00000126003	PLAGL2
16835	ENSG00000101346	POFUT1
16836	ENSG00000101350	KIF3B
16837	ENSG00000171456	ASXL1
16838	ENSG00000197183	NOL4L
16840	ENSG00000149600	COMMD7
16841	ENSG00000088305	DNMT3B
16842	ENSG00000101367	MAPRE1
16843	ENSG00000215529	EFCAB8
16844	ENSG00000167098	SUN5
16845	ENSG00000078898	BPIFB2
16846	ENSG00000186190	BPIFB3
16847	ENSG00000186191	BPIFB4
16848	ENSG00000131050	BPIFA2
16849	ENSG00000131059	BPIFA3
16850	ENSG00000198183	BPIFA1
16851	ENSG00000125999	BPIFB1
16852	ENSG00000101391	CDK5RAP1
16853	ENSG00000101400	SNTA1
16854	ENSG00000078699	CBFA2T2
16855	ENSG00000125967	NECAB3
16856	ENSG00000149609	C20orf144
16858	ENSG00000101412	E2F1
16859	ENSG00000101417	PXMP4
16860	ENSG00000131061	ZNF341
16861	ENSG00000101421	CHMP4B
16862	ENSG00000125970	RALY
16863	ENSG00000125977	EIF2S2
16864	ENSG00000101440	ASIP
16865	ENSG00000101444	AHCY
16866	ENSG00000078747	ITCH
16867	ENSG00000125971	DYNLRB1
16868	ENSG00000101460	MAP1LC3A
16869	ENSG00000101464	PIGU
16870	ENSG00000198646	NCOA6
16871	ENSG00000078804	TP53INP2
16872	ENSG00000131067	GGT7
16873	ENSG00000131069	ACSS2
16874	ENSG00000100983	GSS
16875	ENSG00000078814	MYH7B
16876	ENSG00000100991	TRPC4AP
16877	ENSG00000088298	EDEM2
16878	ENSG00000101000	PROCR
16879	ENSG00000126005	MMP24OS
16880	ENSG00000125966	MMP24
16881	ENSG00000242372	EIF6
16882	ENSG00000125998	FAM83C
16883	ENSG00000101019	UQCC1
16884	ENSG00000125965	GDF5
16885	ENSG00000126001	CEP250
16886	ENSG00000125975	C20orf173
16887	ENSG00000125991	ERGIC3
16888	ENSG00000061656	SPAG4
16889	ENSG00000214078	CPNE1
16890	ENSG00000244462	RBM12
16891	ENSG00000244005	NFS1
16892	ENSG00000125995	ROMO1
16893	ENSG00000131051	RBM39
16894	ENSG00000025293	PHF20
16895	ENSG00000171222	SCAND1
16896	ENSG00000149646	CNBD2
16897	ENSG00000088367	EPB41L1
16898	ENSG00000131043	AAR2
16899	ENSG00000080845	DLGAP4
16900	ENSG00000101335	MYL9
16901	ENSG00000118707	TGIF2
16902	ENSG00000101084	RAB5IF
16903	ENSG00000101082	SLA2
16904	ENSG00000101079	NDRG3
16905	ENSG00000149636	DSN1
16906	ENSG00000149639	SOGA1
16907	ENSG00000101342	TLDC2
16908	ENSG00000101347	SAMHD1
16909	ENSG00000080839	RBL1
16910	ENSG00000101353	MROH8
16911	ENSG00000118705	RPN2
16912	ENSG00000118702	GHRH
16913	ENSG00000101363	MANBAL
16914	ENSG00000197122	SRC
16915	ENSG00000166619	BLCAP
16916	ENSG00000053438	NNAT
16917	ENSG00000132792	CTNNBL1
16918	ENSG00000132821	VSTM2L
16919	ENSG00000101407	TTI1
16920	ENSG00000101413	RPRD1B
16921	ENSG00000198959	TGM2
16922	ENSG00000149633	KIAA1755
16923	ENSG00000101425	BPI
16924	ENSG00000129988	LBP
16925	ENSG00000170471	RALGAPB
16926	ENSG00000182035	ADIG
16927	ENSG00000124143	ARHGAP40
16928	ENSG00000101438	SLC32A1
16929	ENSG00000101442	ACTR5
16930	ENSG00000101445	PPP1R16B
16931	ENSG00000101447	FAM83D
16932	ENSG00000101452	DHX35
16933	ENSG00000204103	MAFB
16934	ENSG00000198900	TOP1
16935	ENSG00000124181	PLCG1
16936	ENSG00000174306	ZHX3
16937	ENSG00000132793	LPIN3
16938	ENSG00000183798	EMILIN3
16939	ENSG00000124177	CHD6
16940	ENSG00000196090	PTPRT
16941	ENSG00000124193	SRSF6
16942	ENSG00000185513	L3MBTL1
16943	ENSG00000101049	SGK2
16944	ENSG00000101052	IFT52
16945	ENSG00000101057	MYBL2
16946	ENSG00000124196	GTSF1L
16947	ENSG00000124191	TOX2
16948	ENSG00000149596	JPH2
16949	ENSG00000132823	OSER1
16950	ENSG00000124194	GDAP1L1
16951	ENSG00000197296	FITM2
16952	ENSG00000101074	R3HDML
16953	ENSG00000101076	HNF4A
16954	ENSG00000124120	TTPAL
16955	ENSG00000132824	SERINC3
16956	ENSG00000168734	PKIG
16957	ENSG00000196839	ADA
16958	ENSG00000064205	CCN5
16959	ENSG00000124249	KCNK15
16960	ENSG00000101098	RIMS4
16961	ENSG00000166913	YWHAB
16962	ENSG00000101104	PABPC1L
16963	ENSG00000025772	TOMM34
16964	ENSG00000101109	STK4
16965	ENSG00000124134	KCNS1
16966	ENSG00000175121	WFDC5
16967	ENSG00000168703	WFDC12
16968	ENSG00000124102	PI3
16969	ENSG00000124233	SEMG1
16970	ENSG00000124157	SEMG2
16971	ENSG00000124107	SLPI
16972	ENSG00000124159	MATN4
16973	ENSG00000124232	RBPJL
16974	ENSG00000124145	SDC4
16975	ENSG00000204070	SYS1
16976	ENSG00000124251	TP53TG5
16977	ENSG00000244274	DBNDD2
16978	ENSG00000124155	PIGT
16979	ENSG00000101443	WFDC2
16980	ENSG00000101446	SPINT3
16981	ENSG00000243543	WFDC6
16982	ENSG00000101448	EPPIN
16983	ENSG00000158901	WFDC8
16984	ENSG00000180205	WFDC9
16985	ENSG00000180305	WFDC10A
16986	ENSG00000180083	WFDC11
16987	ENSG00000182931	WFDC10B
16988	ENSG00000168634	WFDC13
16989	ENSG00000149651	SPINT4
16990	ENSG00000124116	WFDC3
16991	ENSG00000101457	DNTTIP1
16992	ENSG00000175063	UBE2C
16993	ENSG00000101470	TNNC2
16994	ENSG00000124104	SNX21
16995	ENSG00000101473	ACOT8
16996	ENSG00000132801	ZSWIM3
16997	ENSG00000168612	ZSWIM1
16998	ENSG00000149634	SPATA25
16999	ENSG00000124257	NEURL2
17000	ENSG00000064601	CTSA
17001	ENSG00000100979	PLTP
17002	ENSG00000100982	PCIF1
17003	ENSG00000198026	ZNF335
17004	ENSG00000100985	MMP9
17005	ENSG00000124140	SLC12A5
17006	ENSG00000124160	NCOA5
17007	ENSG00000101017	CD40
17008	ENSG00000149654	CDH22
17009	ENSG00000080189	SLC35C2
17010	ENSG00000062598	ELMO2
17011	ENSG00000198185	ZNF334
17012	ENSG00000149635	OCSTAMP
17013	ENSG00000158296	SLC13A3
17014	ENSG00000172315	TP53RK
17015	ENSG00000197496	SLC2A10
17016	ENSG00000064655	EYA2
17017	ENSG00000101040	ZMYND8
17018	ENSG00000124151	NCOA3
17019	ENSG00000196562	SULF2
17020	ENSG00000124126	PREX1
17021	ENSG00000124198	ARFGEF2
17022	ENSG00000124207	CSE1L
17023	ENSG00000124214	STAU1
17024	ENSG00000124228	DDX27
17025	ENSG00000124201	ZNFX1
17026	ENSG00000158445	KCNB1
17027	ENSG00000124212	PTGIS
17028	ENSG00000158470	B4GALT5
17029	ENSG00000197818	SLC9A8
17030	ENSG00000158480	SPATA2
17031	ENSG00000124226	RNF114
17032	ENSG00000124216	SNAI1
17033	ENSG00000244687	UBE2V1
17034	ENSG00000240849	PEDS1
17035	ENSG00000172216	CEBPB
17036	ENSG00000196396	PTPN1
17037	ENSG00000042062	RIPOR3
17038	ENSG00000124171	PARD6B
17039	ENSG00000124243	BCAS4
17040	ENSG00000101126	ADNP
17041	ENSG00000000419	DPM1
17042	ENSG00000124217	MOCS3
17043	ENSG00000026559	KCNG1
17044	ENSG00000101096	NFATC2
17045	ENSG00000054793	ATP9A
17046	ENSG00000101115	SALL4
17047	ENSG00000020256	ZFP64
17048	ENSG00000182463	TSHZ2
17049	ENSG00000171940	ZNF217
17050	ENSG00000064787	BCAS1
17051	ENSG00000019186	CYP24A1
17052	ENSG00000101132	PFDN4
17053	ENSG00000101134	DOK5
17054	ENSG00000054803	CBLN4
17055	ENSG00000124098	FAM210B
17056	ENSG00000087586	AURKA
17057	ENSG00000101138	CSTF1
17058	ENSG00000087589	CASS4
17059	ENSG00000022277	RTF2
17060	ENSG00000124091	GCNT7
17061	ENSG00000124103	FAM209A
17062	ENSG00000213714	FAM209B
17063	ENSG00000087510	TFAP2C
17064	ENSG00000101144	BMP7
17065	ENSG00000054796	SPO11
17066	ENSG00000101146	RAE1
17067	ENSG00000256222	MTRNR2L3
17068	ENSG00000132819	RBM38
17070	ENSG00000124092	CTCFL
17071	ENSG00000124253	PCK1
17072	ENSG00000124256	ZBP1
17073	ENSG00000124225	PMEPA1
17074	ENSG00000124237	C20orf85
17075	ENSG00000124209	RAB22A
17076	ENSG00000124164	VAPB
17077	ENSG00000198768	APCDD1L
17078	ENSG00000124222	STX16
17079	ENSG00000215440	NPEPL1
17080	ENSG00000087460	GNAS
17081	ENSG00000101158	NELFCD
17082	ENSG00000101160	CTSZ
17083	ENSG00000101162	TUBB1
17084	ENSG00000124172	ATP5F1E
17085	ENSG00000101166	PRELID3B
17086	ENSG00000124203	ZNF831
17087	ENSG00000124205	EDN3
17088	ENSG00000087495	PHACTR3
17089	ENSG00000196074	SYCP2
17090	ENSG00000196227	FAM217B
17091	ENSG00000132825	PPP1R3D
17092	ENSG00000124215	CDH26
17093	ENSG00000179242	CDH4
17094	ENSG00000130699	TAF4
17095	ENSG00000149657	LSM14B
17096	ENSG00000101182	PSMA7
17097	ENSG00000184402	SS18L1
17098	ENSG00000101181	MTG2
17099	ENSG00000101180	HRH3
17100	ENSG00000130703	OSBPL2
17101	ENSG00000130706	ADRM1
17102	ENSG00000130702	LAMA5
17103	ENSG00000171858	RPS21
17104	ENSG00000149679	CABLES2
17105	ENSG00000130701	RBBP8NL
17106	ENSG00000130700	GATA5
17107	ENSG00000101187	SLCO4A1
17108	ENSG00000101188	NTSR1
17109	ENSG00000101189	MRGBP
17110	ENSG00000060491	OGFR
17111	ENSG00000092758	COL9A3
17112	ENSG00000101190	TCFL5
17113	ENSG00000101191	DIDO1
17114	ENSG00000101193	GID8
17115	ENSG00000101194	SLC17A9
17116	ENSG00000125533	BHLHE23
17117	ENSG00000149658	YTHDF1
17118	ENSG00000101197	BIRC7
17119	ENSG00000101198	NKAIN4
17120	ENSG00000101199	ARFGAP1
17121	ENSG00000101203	COL20A1
17122	ENSG00000101204	CHRNA4
17123	ENSG00000075043	KCNQ2
17124	ENSG00000101210	EEF1A2
17125	ENSG00000125534	PPDPF
17126	ENSG00000101213	PTK6
17127	ENSG00000125508	SRMS
17128	ENSG00000125531	FNDC11
17129	ENSG00000130589	HELZ2
17130	ENSG00000101216	GMEB2
17131	ENSG00000197457	STMN3
17132	ENSG00000258366	RTEL1
17133	ENSG00000243509	TNFRSF6B
17134	ENSG00000101246	ARFRP1
17135	ENSG00000197114	ZGPAT
17136	ENSG00000203896	LIME1
17137	ENSG00000125520	SLC2A4RG
17138	ENSG00000130584	ZBTB46
17139	ENSG00000101150	TPD52L2
17140	ENSG00000101152	DNAJC5
17141	ENSG00000198276	UCKL1
17142	ENSG00000196700	ZNF512B
17143	ENSG00000130590	SAMD10
17144	ENSG00000101161	PRPF6
17145	ENSG00000196421	C20orf204
17146	ENSG00000203883	SOX18
17147	ENSG00000171703	TCEA2
17148	ENSG00000171700	RGS19
17149	ENSG00000125510	OPRL1
17150	ENSG00000171695	LKAAEAR1
17151	ENSG00000196132	MYT1
17152	ENSG00000125522	NPBWR2
17153	ENSG00000203880	PCMTD2
17154	ENSG00000280071	GATD3B
17155	ENSG00000275993	SIK1B
17156	ENSG00000274276	CBSL
17157	ENSG00000275895	U2AF1L5
17158	ENSG00000276076	CRYAA2
17159	ENSG00000273590	SMIM11B
17160	ENSG00000277277	FAM243B
17161	ENSG00000278961	SMIM34B
17162	ENSG00000276289	KCNE1B
17163	ENSG00000274391	TPTE
17164	ENSG00000166351	POTED
17165	ENSG00000188992	LIPI
17166	ENSG00000185272	RBM11
17167	ENSG00000155304	HSPA13
17168	ENSG00000155307	SAMSN1
17169	ENSG00000180530	NRIP1
17170	ENSG00000155313	USP25
17171	ENSG00000154639	CXADR
17172	ENSG00000154640	BTG3
17173	ENSG00000154642	C21orf91
17174	ENSG00000154645	CHODL
17175	ENSG00000154646	TMPRSS15
17176	ENSG00000154654	NCAM2
17177	ENSG00000154719	MRPL39
17178	ENSG00000154721	JAM2
17179	ENSG00000154723	ATP5PF
17180	ENSG00000154727	GABPA
17181	ENSG00000142192	APP
17182	ENSG00000166265	CYYR1
17183	ENSG00000154734	ADAMTS1
17184	ENSG00000154736	ADAMTS5
17185	ENSG00000156239	N6AMT1
17186	ENSG00000198862	LTN1
17187	ENSG00000156253	RWDD2B
17188	ENSG00000156256	USP16
17189	ENSG00000156261	CCT8
17190	ENSG00000156265	MAP3K7CL
17191	ENSG00000156273	BACH1
17192	ENSG00000171189	GRIK1
17193	ENSG00000156282	CLDN17
17194	ENSG00000156284	CLDN8
17195	ENSG00000188694	KRTAP24-1
17197	ENSG00000197683	KRTAP26-1
17198	ENSG00000206107	KRTAP27-1
17199	ENSG00000182816	KRTAP13-2
17200	ENSG00000198390	KRTAP13-1
17201	ENSG00000240432	KRTAP13-3
17202	ENSG00000186971	KRTAP13-4
17203	ENSG00000186970	KRTAP15-1
17204	ENSG00000184351	KRTAP19-1
17206	ENSG00000244025	KRTAP19-3
17207	ENSG00000186967	KRTAP19-4
17208	ENSG00000186977	KRTAP19-5
17209	ENSG00000186925	KRTAP19-6
17210	ENSG00000244362	KRTAP19-7
17211	ENSG00000206106	KRTAP22-2
17212	ENSG00000212938	KRTAP6-3
17213	ENSG00000186930	KRTAP6-2
17215	ENSG00000184724	KRTAP6-1
17216	ENSG00000244624	KRTAP20-1
17217	ENSG00000206105	KRTAP20-4
17218	ENSG00000184032	KRTAP20-2
17220	ENSG00000231068	KRTAP21-3
17221	ENSG00000187026	KRTAP21-2
17222	ENSG00000187005	KRTAP21-1
17223	ENSG00000183640	KRTAP8-1
17224	ENSG00000274749	KRTAP7-1
17225	ENSG00000182591	KRTAP11-1
17226	ENSG00000206102	KRTAP19-8
17227	ENSG00000156299	TIAM1
17228	ENSG00000142168	SOD1
17229	ENSG00000156304	SCAF4
17230	ENSG00000142149	HUNK
17231	ENSG00000159055	MIS18A
17232	ENSG00000170262	MRAP
17233	ENSG00000142207	URB1
17234	ENSG00000166979	EVA1C
17235	ENSG00000242220	TCP10L
17236	ENSG00000159079	CFAP298
17237	ENSG00000159082	SYNJ1
17238	ENSG00000159086	PAXBP1
17239	ENSG00000205929	C21orf62
17240	ENSG00000205927	OLIG2
17241	ENSG00000184221	OLIG1
17242	ENSG00000159110	IFNAR2
17243	ENSG00000243646	IL10RB
17244	ENSG00000142166	IFNAR1
17245	ENSG00000159128	IFNGR2
17246	ENSG00000142188	TMEM50B
17247	ENSG00000177692	DNAJC28
17248	ENSG00000159131	GART
17249	ENSG00000159140	SON
17250	ENSG00000159147	DONSON
17251	ENSG00000205758	CRYZL1
17252	ENSG00000241837	ATP5PO
17253	ENSG00000243927	MRPS6
17254	ENSG00000198743	SLC5A3
17255	ENSG00000159197	KCNE2
17256	ENSG00000205670	SMIM11A
17257	ENSG00000222018	FAM243A
17258	ENSG00000243627	SMIM34A
17259	ENSG00000180509	KCNE1
17260	ENSG00000159200	RCAN1
17261	ENSG00000159212	CLIC6
17262	ENSG00000159216	RUNX1
17263	ENSG00000185917	SETD4
17264	ENSG00000159228	CBR1
17265	ENSG00000159231	CBR3
17266	ENSG00000142197	DOP1B
17267	ENSG00000159256	MORC3
17268	ENSG00000159259	CHAF1B
17269	ENSG00000159261	CLDN14
17270	ENSG00000159263	SIM2
17271	ENSG00000159267	HLCS
17272	ENSG00000183145	RIPPLY3
17273	ENSG00000185808	PIGP
17274	ENSG00000182670	TTC3
17275	ENSG00000157538	VPS26C
17276	ENSG00000157551	KCNJ15
17277	ENSG00000157554	ERG
17278	ENSG00000157557	ETS2
17279	ENSG00000183527	PSMG1
17280	ENSG00000205581	HMGN1
17281	ENSG00000182093	GET1
17282	ENSG00000157578	LCA5L
17283	ENSG00000185437	SH3BGR
17284	ENSG00000183067	IGSF5
17285	ENSG00000183036	PCP4
17286	ENSG00000171587	DSCAM
17287	ENSG00000182240	BACE2
17288	ENSG00000183844	FAM3B
17289	ENSG00000183486	MX2
17290	ENSG00000157601	MX1
17291	ENSG00000184012	TMPRSS2
17292	ENSG00000183421	RIPK4
17293	ENSG00000141956	PRDM15
17294	ENSG00000157617	C2CD2
17295	ENSG00000173276	ZBTB21
17296	ENSG00000177398	UMODL1
17297	ENSG00000160179	ABCG1
17298	ENSG00000160180	TFF3
17299	ENSG00000160181	TFF2
17300	ENSG00000160182	TFF1
17301	ENSG00000160183	TMPRSS3
17302	ENSG00000160185	UBASH3A
17303	ENSG00000160188	RSPH1
17304	ENSG00000160190	SLC37A1
17305	ENSG00000160191	PDE9A
17306	ENSG00000160193	WDR4
17307	ENSG00000160194	NDUFV3
17309	ENSG00000160199	PKNOX1
17310	ENSG00000160200	CBS
17311	ENSG00000160201	U2AF1
17312	ENSG00000160202	CRYAA
17313	ENSG00000142178	SIK1
17314	ENSG00000160207	HSF2BP
17315	ENSG00000234289	H2BS1
17316	ENSG00000160208	RRP1B
17317	ENSG00000160209	PDXK
17318	ENSG00000160213	CSTB
17319	ENSG00000160214	RRP1
17320	ENSG00000160216	AGPAT3
17321	ENSG00000160218	TRAPPC10
17322	ENSG00000241945	PWP2
17323	ENSG00000160221	GATD3A
17324	ENSG00000160223	ICOSLG
17325	ENSG00000142182	DNMT3L
17326	ENSG00000160224	AIRE
17327	ENSG00000141959	PFKL
17328	ENSG00000160226	CFAP410
17329	ENSG00000142185	TRPM2
17330	ENSG00000160233	LRRC3
17331	ENSG00000175894	TSPEAR
17332	ENSG00000215455	KRTAP10-1
17333	ENSG00000205445	KRTAP10-2
17334	ENSG00000212935	KRTAP10-3
17335	ENSG00000215454	KRTAP10-4
17336	ENSG00000241123	KRTAP10-5
17337	ENSG00000188155	KRTAP10-6
17338	ENSG00000272804	KRTAP10-7
17339	ENSG00000187766	KRTAP10-8
17340	ENSG00000221837	KRTAP10-9
17341	ENSG00000221859	KRTAP10-10
17342	ENSG00000243489	KRTAP10-11
17343	ENSG00000212933	KRTAP12-4
17344	ENSG00000205439	KRTAP12-3
17345	ENSG00000221864	KRTAP12-2
17346	ENSG00000187175	KRTAP12-1
17347	ENSG00000189169	KRTAP10-12
17348	ENSG00000184787	UBE2G2
17349	ENSG00000184900	SUMO3
17350	ENSG00000183255	PTTG1IP
17351	ENSG00000160255	ITGB2
17352	ENSG00000160256	SLX9
17353	ENSG00000197381	ADARB1
17354	ENSG00000186866	POFUT2
17355	ENSG00000182871	COL18A1
17356	ENSG00000173638	SLC19A1
17357	ENSG00000183570	PCBP3
17358	ENSG00000142156	COL6A1
17359	ENSG00000142173	COL6A2
17360	ENSG00000160282	FTCD
17361	ENSG00000160284	SPATC1L
17362	ENSG00000160285	LSS
17363	ENSG00000160294	MCM3AP
17364	ENSG00000182362	YBEY
17365	ENSG00000160298	C21orf58
17366	ENSG00000160299	PCNT
17367	ENSG00000160305	DIP2A
17368	ENSG00000160307	S100B
17369	ENSG00000160310	PRMT2
17370	ENSG00000198062	POTEH
17371	ENSG00000198445	CCT8L2
17372	ENSG00000172967	XKR3
17373	ENSG00000215568	GAB4
17374	ENSG00000177663	IL17RA
17375	ENSG00000183307	TMEM121B
17376	ENSG00000069998	HDHD5
17377	ENSG00000093072	ADA2
17378	ENSG00000099954	CECR2
17379	ENSG00000182902	SLC25A18
17380	ENSG00000131100	ATP6V1E1
17381	ENSG00000099968	BCL2L13
17382	ENSG00000015475	BID
17383	ENSG00000243156	MICAL3
17384	ENSG00000183785	TUBA8
17385	ENSG00000184979	USP18
17386	ENSG00000274252	GGTLC3
17387	ENSG00000278558	TMEM191B
17388	ENSG00000275793	RIMBP3
17389	ENSG00000183628	DGCR6
17390	ENSG00000100033	PRODH
17391	ENSG00000070413	DGCR2
17392	ENSG00000100056	ESS2
17393	ENSG00000063515	GSC2
17394	ENSG00000100075	SLC25A1
17395	ENSG00000070371	CLTCL1
17396	ENSG00000100084	HIRA
17397	ENSG00000242259	C22orf39
17398	ENSG00000185608	MRPL40
17399	ENSG00000070010	UFD1
17400	ENSG00000093009	CDC45
17401	ENSG00000184113	CLDN5
17402	ENSG00000184702	SEPTIN5
17403	ENSG00000203618	GP1BB
17404	ENSG00000184058	TBX1
17405	ENSG00000185838	GNB1L
17406	ENSG00000215012	RTL10
17407	ENSG00000184470	TXNRD2
17408	ENSG00000093010	COMT
17409	ENSG00000099889	ARVCF
17410	ENSG00000183597	TANGO2
17411	ENSG00000128191	DGCR8
17412	ENSG00000099899	TRMT2A
17413	ENSG00000099901	RANBP1
17414	ENSG00000099904	ZDHHC8
17415	ENSG00000234409	CCDC188
17416	ENSG00000040608	RTN4R
17417	ENSG00000128185	DGCR6L
17418	ENSG00000185252	ZNF74
17419	ENSG00000244486	SCARF2
17420	ENSG00000099910	KLHL22
17421	ENSG00000099917	MED15
17422	ENSG00000241973	PI4KA
17423	ENSG00000099937	SERPIND1
17424	ENSG00000099940	SNAP29
17425	ENSG00000099942	CRKL
17426	ENSG00000183773	AIFM3
17427	ENSG00000099949	LZTR1
17428	ENSG00000184436	THAP7
17429	ENSG00000099957	P2RX6
17430	ENSG00000099960	SLC7A4
17431	ENSG00000133475	GGT2
17432	ENSG00000274600	RIMBP3B
17433	ENSG00000169635	HIC2
17434	ENSG00000206140	TMEM191C
17435	ENSG00000183246	RIMBP3C
17436	ENSG00000185651	UBE2L3
17437	ENSG00000161179	YDJC
17438	ENSG00000161180	CCDC116
17439	ENSG00000128228	SDF2L1
17440	ENSG00000100023	PPIL2
17441	ENSG00000100027	YPEL1
17442	ENSG00000100030	MAPK1
17443	ENSG00000100034	PPM1F
17444	ENSG00000100038	TOP3B
17445	ENSG00000169575	VPREB1
17446	ENSG00000275004	ZNF280B
17447	ENSG00000169548	ZNF280A
17448	ENSG00000185686	PRAME
17449	ENSG00000100121	GGTLC2
17450	ENSG00000100218	RSPH14
17451	ENSG00000128266	GNAZ
17452	ENSG00000100228	RAB36
17453	ENSG00000186716	BCR
17454	ENSG00000128322	IGLL1
17455	ENSG00000189269	DRICH1
17456	ENSG00000159496	RGL4
17457	ENSG00000187792	ZNF70
17458	ENSG00000128218	VPREB3
17459	ENSG00000169314	C22orf15
17460	ENSG00000250479	CHCHD10
17461	ENSG00000099953	MMP11
17462	ENSG00000099956	SMARCB1
17463	ENSG00000099958	DERL3
17464	ENSG00000133460	SLC2A11
17465	ENSG00000240972	MIF
17466	ENSG00000133433	GSTT2B
17467	ENSG00000099974	DDTL
17468	ENSG00000099977	DDT
17471	ENSG00000099991	CABIN1
17472	ENSG00000099994	SUSD2
17473	ENSG00000099998	GGT5
17474	ENSG00000100014	SPECC1L
17475	ENSG00000128271	ADORA2A
17476	ENSG00000100024	UPB1
17477	ENSG00000138867	GUCD1
17478	ENSG00000100028	SNRPD3
17479	ENSG00000178026	LRRC75B
17480	ENSG00000100031	GGT1
17481	ENSG00000184571	PIWIL3
17482	ENSG00000167037	SGSM1
17483	ENSG00000206069	TMEM211
17484	ENSG00000197077	KIAA1671
17485	ENSG00000100053	CRYBB3
17486	ENSG00000244752	CRYBB2
17487	ENSG00000100077	GRK3
17488	ENSG00000133454	MYO18B
17489	ENSG00000100095	SEZ6L
17490	ENSG00000128203	ASPHD2
17491	ENSG00000100099	HPS4
17492	ENSG00000100104	SRRD
17493	ENSG00000100109	TFIP11
17494	ENSG00000128294	TPST2
17495	ENSG00000100122	CRYBB1
17496	ENSG00000196431	CRYBA4
17497	ENSG00000169184	MN1
17498	ENSG00000180957	PITPNB
17499	ENSG00000100154	TTC28
17500	ENSG00000183765	CHEK2
17501	ENSG00000100209	HSCB
17502	ENSG00000159873	CCDC117
17503	ENSG00000100219	XBP1
17504	ENSG00000183579	ZNRF3
17505	ENSG00000100249	C22orf31
17506	ENSG00000183762	KREMEN1
17507	ENSG00000186998	EMID1
17508	ENSG00000100263	RHBDD3
17509	ENSG00000182944	EWSR1
17510	ENSG00000185340	GAS2L1
17511	ENSG00000100276	RASL10A
17512	ENSG00000100280	AP1B1
17513	ENSG00000128250	RFPL1
17514	ENSG00000100285	NEFH
17515	ENSG00000100296	THOC5
17516	ENSG00000184117	NIPSNAP1
17517	ENSG00000186575	NF2
17518	ENSG00000100314	CABP7
17519	ENSG00000100319	ZMAT5
17520	ENSG00000184076	UQCR10
17521	ENSG00000100325	ASCC2
17522	ENSG00000100330	MTMR3
17523	ENSG00000176635	HORMAD2
17524	ENSG00000128342	LIF
17525	ENSG00000099985	OSM
17526	ENSG00000239282	CASTOR1
17527	ENSG00000099992	TBC1D10A
17528	ENSG00000099995	SF3A1
17529	ENSG00000187860	CCDC157
17530	ENSG00000099999	RNF215
17531	ENSG00000100003	SEC14L2
17532	ENSG00000242114	MTFP1
17533	ENSG00000100012	SEC14L3
17534	ENSG00000133488	SEC14L4
17535	ENSG00000214491	SEC14L6
17536	ENSG00000128242	GAL3ST1
17537	ENSG00000100029	PES1
17538	ENSG00000185339	TCN2
17539	ENSG00000100036	SLC35E4
17540	ENSG00000167065	DUSP18
17541	ENSG00000184792	OSBP2
17542	ENSG00000133422	MORC2
17544	ENSG00000183963	SMTN
17545	ENSG00000198832	SELENOM
17546	ENSG00000185133	INPP5J
17547	ENSG00000100078	PLA2G3
17548	ENSG00000138942	RNF185
17549	ENSG00000182541	LIMK2
17550	ENSG00000100100	PIK3IP1
17551	ENSG00000100105	PATZ1
17552	ENSG00000185721	DRG1
17553	ENSG00000184708	EIF4ENIF1
17554	ENSG00000198089	SFI1
17555	ENSG00000241878	PISD
17556	ENSG00000183530	PRR14L
17557	ENSG00000100150	DEPDC5
17558	ENSG00000128245	YWHAH
17559	ENSG00000100170	SLC5A1
17560	ENSG00000205856	C22orf42
17561	ENSG00000128253	RFPL2
17562	ENSG00000100191	SLC5A4
17563	ENSG00000128276	RFPL3
17564	ENSG00000100220	RTCB
17565	ENSG00000184459	BPIFC
17566	ENSG00000100225	FBXO7
17567	ENSG00000185666	SYN3
17568	ENSG00000100234	TIMP3
17569	ENSG00000133424	LARGE1
17570	ENSG00000175329	ISX
17571	ENSG00000100281	HMGXB4
17572	ENSG00000100284	TOM1
17573	ENSG00000100292	HMOX1
17574	ENSG00000100297	MCM5
17575	ENSG00000100302	RASD2
17576	ENSG00000198125	MB
17577	ENSG00000221963	APOL6
17578	ENSG00000128313	APOL5
17579	ENSG00000100320	RBFOX2
17580	ENSG00000128284	APOL3
17581	ENSG00000100336	APOL4
17582	ENSG00000128335	APOL2
17583	ENSG00000100342	APOL1
17584	ENSG00000100345	MYH9
17585	ENSG00000100348	TXN2
17586	ENSG00000100350	FOXRED2
17587	ENSG00000100353	EIF3D
17588	ENSG00000166862	CACNG2
17589	ENSG00000100360	IFT27
17590	ENSG00000100362	PVALB
17591	ENSG00000100365	NCF4
